BAT_NAME,RA,DEC,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,FLUX,FLUX_LO,FLUX_HI,CONTAM_FRAC,GAMMA,GAMMA_LO,GAMMA_HI,CHI_SQ_R,REDSHIFT,LUM,ASSOC_STRENGTH,CL2,TYPE
SWIFT J1445.6+2702,221.42218,27.043703,5.0784616,CGCG 164-019,,221.4035,27.0348,13.67,9.43,18.33,0.0,1.4,0.97,1.82,1.6,0.029897,43.44807,0,5,Sy1.9
SWIFT J1446.7-6416,221.66373,-64.270164,4.915002,IGR J14471-6414,,221.6167,-64.2333,14.42,9.75,19.54,1.8909877E-5,1.7,1.25,2.19,1.0,0.053,43.9832,0,4,Sy1.2
SWIFT J1451.0-5540A,222.86493,-55.674603,14.651063,WKK 4374,,222.8881,-55.6773,40.84,0.0,0.0,0.04109471,1.87,0.0,0.0,1.3,0.018,43.474945,0,5,Sy2
SWIFT J1453.3+2558,223.28911,25.896938,11.470924,2MASX J14530794+2554327,,223.2833,25.9091,24.01,20.09,28.17,0.0,1.81,1.59,2.05,0.7,0.049,44.13397,0,4,Sy1
SWIFT J1454.9-5133,223.83098,-51.59125,8.887127,WKK 4438,,223.823,-51.571,21.51,17.18,26.22,0.0,2.22,1.91,2.57,2.0,0.016,43.092884,0,4,Sy1 NL
SWIFT J1457.8-4308,224.4374,-43.14005,11.179227,IC 4518A,,224.4216,-43.1321,27.75,23.49,32.31,0.0,2.35,2.11,2.62,0.9,0.01626,43.217678,0,5,Sy2
SWIFT J1458.9+7143,224.7308,71.71878,4.970444,3C 309.1,,224.7816,71.67219,9.37,5.78,13.45,0.0,1.65,1.12,2.22,0.7,0.905,46.58265,0,8,Sy1.5
SWIFT J1506.7+0353A,226.55864,3.7540655,8.310796,Mrk 1392,,226.486,3.707,19.01,0.0,0.0,0.15073974,1.74,0.0,0.0,1.5,0.03613,43.75976,0,4,Sy1
SWIFT J1506.7+0353B,226.55864,3.7540655,8.310796,2MASX J15064412+0351444,,226.684,3.862,15.67,0.0,0.0,0.16563988,1.83,0.0,0.0,2.2,0.0377,43.713795,0,5,Sy2
SWIFT J1508.8-0013,227.20752,-0.22124703,5.9840727,Mrk 1393,,227.2248,-0.196956,19.53,14.19,25.43,0.0,1.74,1.33,2.17,1.1,0.054348,44.13759,0,4,Sy1.5
SWIFT J1513.8-8125,228.64024,-81.36187,12.349502,2MASX J15144217-8123377,,228.6751,-81.3939,29.85,25.63,34.25,0.0,1.82,1.62,2.02,0.6,0.06837,44.529827,0,4,Sy1.2
SWIFT J1515.0+4205,228.78763,42.053192,10.526053,NGC 5899,,228.7635,42.0499,20.08,16.54,23.86,0.0,1.91,1.67,2.16,0.7,0.00855,42.513775,0,5,Sy2
SWIFT J1521.8+0334,230.42079,3.6135952,5.497879,2MASS J15213967+0337292,,230.4153,3.624806,15.38,10.7,20.66,0.0,2.05,1.57,2.58,0.9,0.1264,44.80954,0,4,Sy1
SWIFT J1523.5+6340,230.87123,63.67409,5.555814,4C +63.22,,230.94112,63.656734,8.32,5.5,11.52,0.0,2.14,1.7,2.68,1.2,0.204,44.99977,0,8,Sy1/BLRG
SWIFT J1530.0-1300,232.47437,-13.03414,4.958422,2MASX J15295830-1300397,,232.493,-13.011,15.49,10.45,21.21,0.0,2.23,1.68,2.89,0.0,0.103942,44.629917,0,4,Sy1
SWIFT J1533.2-0836,233.3506,-8.699161,9.582094,MCG -01-40-001,,233.3363,-8.7005,32.72,27.34,38.42,0.0,2.08,1.82,2.36,0.5,0.02271,43.58364,0,5,Sy2
SWIFT J1535.9+5751,233.99599,57.915596,13.677279,Mrk 290,,233.9682,57.9026,23.31,20.07,26.75,0.0,2.04,1.85,2.24,0.5,0.02958,43.67038,0,4,Sy1
SWIFT J1546.3+6928,236.58829,69.504326,6.790572,2MASX J15462424+6929102,,236.60138,69.48611,13.94,10.23,18.01,0.0,1.76,1.39,2.16,0.3,0.038,43.670067,0,5,Sy1.9
SWIFT J1548.5-1344,237.11105,-13.749621,11.852314,NGC 5995,,237.104,-13.7578,43.66,38.08,49.5,0.0,2.0,1.8,2.21,2.3,0.02519,43.800545,0,5,Sy2
SWIFT J1557.8-7913,239.44379,-79.22178,8.474568,PKS 1549-79,,239.24529,-79.23452,14.88,11.46,18.68,0.0,2.41,2.04,2.84,1.3,0.1501,44.95754,0,4,Sy1
SWIFT J1559.6+2554,239.893,25.911345,35.438107,T CrB,Nova CrB 1866/1946,239.8757,25.9202,63.88,60.58,67.27,0.0,2.5,2.42,2.59,4.9,0.0,-Infinity,0,12,Symb/WD
SWIFT J1607.2+4834,241.78174,48.57671,4.9504185,2MASX J16071388+4833266,,241.808,48.557297,13.46,8.93,18.55,0.0,1.29,0.72,1.81,2.6,0.124952,44.740807,0,4,Sy1
SWIFT J1607.4+8502,242.20071,84.99818,6.1925364,LEDA 100168,,241.849,85.03,13.3,9.34,17.65,4.416185E-5,1.67,1.26,2.12,0.4,0.183,45.098396,0,8,Sy1
SWIFT J1613.2-6043,243.03523,-60.639893,12.709428,WKK 6092,IGR J16119-6036,242.9642,-60.6319,32.15,27.58,36.98,1.4680719E-4,2.09,1.87,2.33,0.8,0.01564,43.24742,0,4,Sy1
SWIFT J1614.0+6544,243.50896,65.73894,7.1927013,Mrk 876,,243.48825,65.71933,12.37,9.08,16.07,0.0,2.14,1.75,2.59,0.4,0.129,44.734093,0,4,Sy1
SWIFT J1617.8+3223,244.45277,32.378685,8.932296,3C 332,,244.42719,32.37633,23.28,18.9,27.96,0.0,1.73,1.46,2.0,0.9,0.151019,45.15772,0,8,Sy1
SWIFT J1618.7-5930,244.6785,-59.505096,6.482907,WKK 6471,IGR J16185-5928,244.65184,-59.454823,21.36,16.15,26.99,0.0,1.63,1.27,2.01,0.8,0.035,43.78206,0,4,Sy1 NL
SWIFT J1619.4-2808,244.92088,-28.130491,11.896147,2MASS J16193334-2807397,IGR J16194-2810,244.889,-28.1277,32.11,27.96,36.47,0.0,2.59,2.36,2.83,3.3,0.0,-Infinity,0,15,Symb/NS
SWIFT J1621.2+8104,244.9753,81.06936,10.410066,CGCG 367-009,,244.8302,81.0465,22.71,18.86,26.79,0.0,1.77,1.54,2.01,0.6,0.0274,43.591152,0,5,Sy2
SWIFT J1626.7+8530,246.88927,85.53263,6.46074,VII Zw 653,2MASX J16252587+8529421,246.35805,85.49492,12.97,9.16,17.21,4.5662433E-5,1.87,1.46,2.35,0.4,0.0631,44.094925,0,4,Sy1.2
SWIFT J1628.1+5145,247.01274,51.774323,23.286346,Mrk 1498,,247.0169,51.7754,43.37,39.8,47.05,0.0,2.06,1.95,2.17,2.7,0.0547,44.489902,0,5,Sy1.9
SWIFT J1630.5+3925,247.63197,39.42481,5.6103883,2MASX J16303265+3923031,,247.63608,39.38421,12.84,8.97,17.15,0.0,1.75,1.35,2.19,1.3,0.030558,43.440285,0,5,Sy2
SWIFT J1631.7+2353,247.8645,23.906303,5.1929126,2MASX J16311554+2352577,,247.81468,23.882635,9.51,6.26,13.41,0.0,2.5,1.92,3.22,1.2,0.059001,43.899303,0,5,Sy2/three nucle1
SWIFT J1635.0-5804,248.75053,-58.07033,8.443382,ESO 137- G 034,IGR J16351-5806,248.807,-58.08,28.19,22.73,34.03,0.0,1.64,1.34,1.96,0.3,0.009,42.705956,0,5,Sy2
SWIFT J1648.0-3037,252.06947,-30.574114,13.963551,2MASX J16481523-3035037,,252.0635,-30.5845,45.69,40.53,51.07,0.0,1.98,1.8,2.17,0.2,0.031,44.0043,0,4,Sy1
SWIFT J1650.5+0434,252.66661,4.5788283,6.5619016,LEDA 214543,,252.6781,4.605,24.49,19.06,30.3,0.0,1.71,1.39,2.05,1.4,0.03206,43.76335,0,5,Sy2
SWIFT J1652.0-5915A,252.99881,-59.252052,11.334999,ESO 138- G 001,,252.8456,-59.2345,19.52,0.0,0.0,0.40806857,2.22,0.0,0.0,3.0,0.00914,42.55984,0,5,Sy2
SWIFT J1652.0-5915B,252.99881,-59.252052,11.334999,NGC 6221,,253.1925,-59.2173,20.16,0.0,0.0,0.43076184,1.98,0.0,0.0,3.3,0.005,42.047142,0,5,AGN/Starburst/Sy1/Sy2
SWIFT J1652.3+5554,253.0543,55.899063,8.500738,UGC 10593,,253.078,55.90553,15.15,11.68,18.98,0.0,2.14,1.81,2.51,0.4,0.02915,43.470253,0,5,Sy2
SWIFT J1652.9+0223,253.26727,2.4070694,18.823902,NGC 6240,,253.2454,2.4009,72.21,66.6,77.97,0.0,1.79,1.67,1.91,1.5,0.02448,43.993763,0,5,Sy2
SWIFT J1656.1-5200,254.01678,-52.041725,15.275153,1RXS J165605.6-520345,,254.0238,-52.0614,45.48,40.69,50.45,0.0,2.04,1.88,2.21,1.6,0.054,44.498913,0,4,Sy1.2
SWIFT J1708.6+2155,257.1761,21.89925,4.850805,2MASX J17085915+2153082,,257.2464,21.885586,10.1,5.33,15.59,0.0,2.09,1.35,3.41,1.4,0.07229,44.110012,0,4,Sy1/BLAGN
SWIFT J1717.1-6249,259.271,-62.81334,39.286434,NGC 6300,,259.2478,-62.8206,99.43,94.97,103.97,0.0,2.05,1.98,2.12,6.6,0.0037,42.477764,0,5,Sy2
SWIFT J1719.7+4900,259.85025,48.95875,9.949161,ARP 102B,,259.8104,48.9804,18.2,14.55,22.16,0.0,2.05,1.77,2.36,1.0,0.02417,43.383965,0,4,Sy1  LINER
SWIFT J1721.7+4316,260.4449,43.2315,5.619336,RBS 1640,V0767 Her,260.5083,43.256668,13.18,9.11,17.71,0.0,1.74,1.31,2.2,0.6,0.137,44.81835,0,7,Blazar / Sy1.5
SWIFT J1723.2+3418,260.8043,34.294567,9.235899,4C +34.47,[HB 89] 1721+343 NED02,260.83667,34.29944,18.8,15.1,22.83,0.0,2.17,1.89,2.47,1.4,0.206,45.36329,0,7,Blazar / Sy1
SWIFT J1723.5+3630,260.91522,36.489857,8.92679,2MASX J17232321+3630097,,260.8467,36.5028,20.08,15.89,24.63,0.0,1.95,1.65,2.28,1.0,0.04,43.87439,0,4,Sy1.5
SWIFT J1737.5-2908,264.36844,-29.147377,33.510822,AX J1737.4-2907,GRS 1734-292,264.36813,-29.134,115.86,111.06,120.74,1.3570333E-4,2.18,2.11,2.25,1.2,0.0214,44.0803,0,4,Sy1
SWIFT J1737.7-5956B,264.4748,-59.965527,8.115028,ESO 139- G 012,,264.41284,-59.940723,22.55,17.77,27.69,7.124325E-15,1.86,1.53,2.21,1.0,0.017018,43.167633,0,5,Sy2
SWIFT J1743.4+6253,265.89957,62.859024,5.430847,CGCG 300-062,,265.82248,62.839207,10.08,6.61,14.05,0.0,1.9,1.43,2.43,1.6,0.032999,43.403503,0,5,Sy2
SWIFT J1745.4+2906,266.44543,29.145552,8.802675,1RXS J174538.1+290823,,266.409,29.14,21.07,16.7,25.8,0.0,1.9,1.61,2.22,0.4,0.11057,44.821045,0,4,Sy1
SWIFT J1748.8-3257,267.19775,-32.949528,10.114255,2MASS J17485512-3254521,IGR J17488-3253,267.2297,-32.9145,36.66,31.6,41.96,0.0067711407,1.97,1.74,2.21,1.1,0.02,43.520878,0,4,Sy1
SWIFT J1800.3+6637,270.06857,66.61592,8.983374,NGC 6552,,270.03036,66.61508,19.19,15.25,23.42,0.0,1.72,1.45,2.0,0.3,0.026492,43.48815,0,5,Sy2
SWIFT J1802.8-1455,270.69183,-14.923895,11.285647,2MASXi J1802473-145454,IGR J18027-1455,270.697,-14.915,40.33,34.84,46.11,0.0013559889,1.9,1.69,2.13,0.2,0.036,44.083195,0,4,Sy1
SWIFT J1807.9+1124,271.94516,11.369268,6.2203975,2MASX J18074992+1120494,,271.958,11.347028,24.73,18.66,31.26,0.0,1.32,0.9,1.72,0.6,0.08,44.591583,0,4,Sy1
SWIFT J1816.0+4236,273.9869,42.614025,8.595144,UGC 11185 NED02,,274.04874,42.66083,19.22,15.09,23.69,0.0,1.79,1.51,2.1,2.2,0.041205,43.881924,0,5,Sy2 Galaxy pair
SWIFT J1822.0+6421,275.40207,64.3324,13.40338,H 1821+643,,275.4888,64.3434,18.85,15.83,22.12,0.0,2.43,2.19,2.71,0.2,0.297,45.72534,0,8,Sy1
SWIFT J1821.6+5953,275.41446,59.891068,5.559856,2MASX J18212680+5955209,,275.3619,59.9225,14.37,9.67,19.6,0.0,1.33,0.8,1.86,1.1,0.099,44.55214,0,4,Sy1
SWIFT J1824.3-5624,276.06476,-56.385838,15.540191,IC 4709,,276.0808,-56.3692,42.55,38.04,47.22,0.0,1.99,1.84,2.15,2.1,0.01691,43.437786,0,5,Sy2
SWIFT J1824.2+1845,276.08487,18.779102,6.7912455,2MASX J18241083+1846088,,276.04514,18.769083,18.25,13.5,23.51,0.0,1.88,1.47,2.31,0.8,0.067,44.29773,0,5,Sy2
SWIFT J1826.1-0710,276.51642,-7.169558,6.967285,1RXS J182557.5-071021,,276.4899,-7.173,20.96,16.42,25.9,0.0,2.27,1.91,2.66,0.5,0.037,43.82339,0,4,Sy1
SWIFT J1826.8+3254,276.6569,32.88064,7.5744147,2MASX J18263239+3251300,,276.635,32.858334,18.05,13.61,22.86,0.0,1.76,1.43,2.12,0.8,0.022,43.297253,0,5,Sy2
SWIFT J1829.4+4846,277.40482,48.781006,6.900885,3C 380,,277.382,48.746,18.22,13.77,23.04,0.0,1.55,1.2,1.9,1.6,0.692,46.58501,0,8,Sy1.5 LPQ
SWIFT J1830.8+0928,277.70905,9.475628,4.8019857,2MASX J18305065+0928414,,277.711,9.4783,3.11,0.94,6.58,0.005959244,3.97,1.82,0.0,0.3,0.019,42.404236,0,5,Sy2
SWIFT J1835.0+3240,278.76584,32.687798,38.07155,3C 382,,278.7641,32.6963,86.31,82.03,90.66,0.0,2.05,1.98,2.13,0.4,0.05787,44.839672,0,4,Sy1
SWIFT J1838.4-6524,279.56497,-65.434814,46.661324,ESO 103-035,,279.5848,-65.4276,111.73,107.55,115.98,0.0,2.13,2.08,2.19,11.3,0.01329,43.645435,0,5,Sy2
SWIFT J1844.5-6221,281.15756,-62.368206,16.196209,Fairall 51,,281.2249,-62.3648,40.36,36.16,44.74,0.0,2.09,1.94,2.24,4.4,0.01417,43.259487,0,4,Sy1
SWIFT J1845.4+7211,281.47333,72.21841,6.8150053,CGCG 341-006,,281.3593,72.1838,11.54,8.33,15.16,0.0,2.2,1.8,2.67,0.8,0.0463,43.764854,0,5,Sy2
SWIFT J1856.5-7851,283.48492,-78.903305,5.299632,ESO 025- G 002,,283.6679,-78.89839,10.96,7.09,15.31,0.018357081,1.93,1.43,2.53,0.9,0.028881,43.321426,0,4,Sy1
SWIFT J1856.1+1539,283.98065,15.633765,11.935023,2MASX J18560128+1538059,2E 1853.7+1534,284.0021,15.632,30.18,25.85,34.75,0.0,2.15,1.94,2.38,0.5,0.084,44.722847,0,4,Sy1
SWIFT J1856.6-5443,284.20502,-54.695892,5.7059026,2MASX J18564935-5442298,,284.2058,-54.7083,15.62,11.18,20.55,0.0,1.99,1.56,2.47,0.3,0.056329,44.072895,0,4,Sy1
SWIFT J1905.4+4231,286.34396,42.514606,5.9590054,CGCG 229-015,,286.3581,42.461014,11.14,7.52,15.2,0.0,2.03,1.59,2.53,1.0,0.027879,43.297184,0,4,Sy1
SWIFT J1913.3-5010,288.28357,-50.155163,5.048944,ESO 231- G 026,,288.3115,-50.18292,19.33,13.87,25.27,0.0,1.46,1.04,1.89,0.2,0.062543,44.260174,0,5,Sy2
SWIFT J1919.4-2958,289.8394,-29.965424,6.1211705,PKS 1916-300,,289.8667,-29.9694,15.46,11.44,19.96,0.0,2.53,2.09,3.08,0.6,0.16682,45.074856,0,8,Sy1.9
SWIFT J1921.1-5842,290.29007,-58.706604,21.568024,ESO 141- G 055,,290.309,-58.6703,54.42,50.04,58.92,0.0,2.06,1.95,2.18,2.7,0.036,44.21332,0,4,Sy1
SWIFT J1926.9+4140,291.66165,41.562473,6.989717,2MASX J19263018+4133053,,291.62582,41.55142,13.01,9.49,16.97,0.0,2.28,1.88,2.77,0.9,0.071,44.203545,0,5,Sy2
SWIFT J1930.5+3414,292.54993,34.19358,12.47296,2MASX J19301380+3410495,,292.5575,34.1805,27.44,23.34,31.75,0.0,1.96,1.76,2.17,1.1,0.0629,44.417492,0,4,Sy1
SWIFT J1933.9+3258,293.44147,32.93528,10.138068,2MASS J19334715+3254259,1RXS J193347.6+325422,293.4483,32.9061,20.98,17.03,25.25,0.0,2.12,1.85,2.41,0.9,0.05775,44.22354,0,4,Sy1.2 QSO
SWIFT J1937.5-0613,294.38123,-6.2230926,9.811699,2MASX J19373299-0613046,,294.388,-6.218,23.21,19.05,27.7,0.0,2.51,2.22,2.85,0.7,0.01025,42.73533,0,4,Sy1.5
SWIFT J1938.1-5108,294.5436,-51.172832,6.5383053,2MASX J19380437-5109497,,294.51828,-51.163776,15.05,11.12,19.44,1.649253E-14,2.3,1.9,2.78,0.3,0.040018,43.749565,0,4,Sy1.2
SWIFT J1940.4-3015,295.11063,-30.254208,7.2553835,IGR J19405-3016,2MASX J19401507-3015522,295.06287,-30.2644,21.63,16.85,26.79,0.0,2.04,1.71,2.38,0.8,0.052,44.14212,0,5,Sy2
SWIFT J1952.4+0237,298.05807,2.50204,10.263447,3C 403,,298.066,2.507,34.33,28.82,40.12,0.0,1.68,1.46,1.92,1.0,0.059,44.45678,0,5,Sy2
SWIFT J1959.4+4044,299.88043,40.733543,57.789413,Cygnus A,,299.8682,40.7339,137.65,133.36,142.04,0.0,1.92,1.88,1.97,3.4,0.05607,45.01383,0,8,Sy2
SWIFT J2001.0-1811,300.23944,-18.153698,6.9148216,2MASX J20005575-1810274,IRAS 19580-1818,300.23215,-18.174292,20.9,15.94,26.34,0.0,2.01,1.67,2.39,1.1,0.0373,43.829353,0,4,Sy1 merger
SWIFT J2006.5+5619,301.61487,56.34551,5.7522187,2MASX J20063331+5620364,,301.6389,56.3435,10.21,7.05,13.82,0.0,2.3,1.85,2.86,0.4,0.043,43.64537,0,5,Sy2
SWIFT J2007.0-3433,301.75287,-34.54413,7.405243,ESO 399-20,ESO 399-IG 020 NED02,301.738,-34.548,17.93,13.58,22.72,0.0,2.28,1.91,2.7,1.2,0.02495,43.405567,0,4,Sy1 GPAIR
SWIFT J2009.0-6103,302.24307,-61.083607,21.849304,NGC 6860,,302.1954,-61.1002,53.18,48.68,57.83,0.0,1.98,1.87,2.11,1.4,0.01488,43.42222,0,4,Sy1
SWIFT J2010.7+4801,302.65762,47.994053,5.286678,2MASX J20101740+4800214,,302.5725,48.005943,13.26,9.09,17.87,0.0,1.68,1.26,2.14,1.3,0.0255,43.293827,0,5,Sy2
SWIFT J2018.8+4041,304.6889,40.6707,11.851785,2MASX J20183871+4041003,IGR J20187+4041,304.6613,40.6834,28.47,24.39,32.76,0.0,1.91,1.71,2.11,1.9,0.0144,43.122063,0,5,Sy2
SWIFT J2021.9+4400,305.47586,44.00517,5.554632,2MASX J20214907+4400399,SWIFT J2021.7+4400,305.4544,44.011,13.72,9.76,18.14,0.0,1.81,1.42,2.22,1.5,0.017,42.950912,0,5,Sy2
SWIFT J2027.1-0220,306.78647,-2.3190842,5.441666,II Zw 083,,306.73282,-2.277535,12.59,8.34,17.56,4.9085315E-8,2.3,1.77,2.96,0.7,0.029143,43.389656,0,5,Sy2
SWIFT J2028.5+2543,307.1344,25.753284,26.739769,MCG +04-48-002,,307.1461,25.7333,77.79,72.97,82.7,0.0,1.7,1.62,1.79,2.9,0.0139,43.527573,0,5,Sy2
SWIFT J2030.2-7532,307.6948,-75.496124,5.991924,IRAS  20247-7542,6dF J2030416-753243,307.6736,-75.5452,12.1,8.53,16.08,0.0,2.1,1.7,2.56,1.1,0.114322,44.611298,0,8,QSO Sy1
SWIFT J2035.2+2604,308.80142,26.087883,5.0832705,2MASX J20350566+2603301,,308.77353,26.058332,11.33,7.46,15.74,0.0,2.09,1.61,2.67,1.1,0.048,43.78927,0,4,Sy1
SWIFT J2035.6-5013,308.94836,-50.214077,5.087718,ESO 234- G 050,,308.9912,-50.1923,11.46,7.22,16.46,0.0,2.07,1.52,2.72,0.8,0.008766,42.292007,0,5,Sy2
SWIFT J2040.2-5126,310.01126,-51.417816,5.937873,ESO 234-IG 063,,310.06558,-51.42975,11.13,7.23,15.87,0.0,2.48,1.88,3.32,0.6,0.053747,43.88335,0,5,Sy2 GALAXY/INTERACTIN
SWIFT J2042.3+7507,310.61832,75.11898,29.21559,4C +74.26,,310.6554,75.134,51.2,47.68,54.82,0.0,2.13,2.03,2.23,1.9,0.104,45.149654,0,8,Sy1
SWIFT J2044.0+2832,311.01086,28.5718,8.3205595,RX J2044.0+2833,,311.0188,28.5534,18.3,14.44,22.5,0.0,2.16,1.85,2.5,0.2,0.05,44.0342,0,4,Sy1
SWIFT J2044.2-1045,311.06076,-10.728189,36.008423,Mrk 509,,311.0406,-10.7235,96.16,90.95,101.47,0.0,2.04,1.97,2.12,3.2,0.0344,44.420048,0,4,Sy1.2
SWIFT J2109.1-0942,317.28693,-9.697857,9.945598,2MASX J21090996-0940147,,317.29153,-9.67075,19.75,15.73,24.17,0.0,2.49,2.18,2.85,0.9,0.026525,43.501747,0,4,Sy1.2 LINER
SWIFT J2114.4+8206,318.4928,82.09486,18.003416,2MASX J21140128+8204483,,318.5049,82.0801,35.83,32.05,39.75,0.0,1.89,1.75,2.04,0.9,0.084,44.797375,0,4,Sy1
SWIFT J2116.3+2512,319.0984,25.219788,5.0593,2MASX J21161028+2517010,,319.0428,25.2836,9.2,5.55,13.48,0.0,2.14,1.59,2.87,0.6,0.16,44.80954,0,4,Sy1
SWIFT J2118.9+3336,319.85956,33.527218,6.9781566,2MASX J21192912+3332566,,319.8714,33.5491,13.06,9.66,16.89,3.8089713E-14,2.3,1.91,2.76,1.0,0.0507,43.900204,0,5,Sy1.8
SWIFT J2127.4+5654,321.94382,56.960777,21.170984,SWIFT J212745.6+565636,IGR J21277+5656,321.9373,56.9444,37.27,34.0,40.66,0.0,2.42,2.28,2.56,0.5,0.0147,43.25714,0,4,Sy1
SWIFT J2132.0-3343,323.03,-33.709057,15.370254,6dF J2132022-334254,,323.0092,-33.715,42.69,37.31,48.33,0.0,1.89,1.71,2.07,1.0,0.02929,43.92442,0,4,Sy1
SWIFT J2134.9-2729,323.71835,-27.481306,6.3848248,2MASX J21344509-2725557,,323.688,-27.432083,17.25,12.14,23.06,0.0,2.0,1.57,2.5,0.5,0.067,44.273254,0,4,Sy1.5
SWIFT J2156.1+4728,324.00247,47.499386,11.099789,2MASX J21355399+4728217,1RXS J213555.0+4728217,323.975,47.4727,22.24,18.71,25.98,0.005375624,2.13,1.91,2.38,0.4,0.025,43.500896,0,4,Sy1
SWIFT J2135.5-6222,324.07135,-62.396526,13.776429,1RXS J213623.1-622400,,324.0963,-62.4002,29.26,25.21,33.53,0.0,2.08,1.88,2.29,0.9,0.0588,44.384308,0,4,Sy1
SWIFT J2136.8-6444,324.25937,-64.615944,5.0834417,IRAS F21329-6451,,324.21957,-64.63417,12.22,7.87,17.26,0.0,1.8,1.26,2.41,0.3,0.0704,44.168602,0,4,Sy1
SWIFT J2137.8-1433,324.44943,-14.553667,5.080918,PKS 2135-14,,324.43832,-14.548833,15.21,9.87,21.25,0.0,1.8,1.31,2.37,0.4,0.2003,45.244007,0,8,Sy1.5
SWIFT J2138.8-3207,324.69788,32.067364,8.732445,CGCG 493-002,,324.639,32.085,17.92,14.04,22.14,0.0,2.03,1.73,2.36,0.9,0.0248,43.39999,0,4,Sy1.5
SWIFT J2139.7+5951,324.91696,59.842495,6.3522534,1RXS J213944.3+595016,,324.93457,59.837776,10.48,7.43,14.0,0.0,2.59,2.11,3.24,0.5,0.114,44.546238,0,4,Sy1.5
SWIFT J2145.5+1101,326.4168,11.047971,5.240627,RX J2145.5+1102,SWIFT J214532.8+110255,326.38666,11.04868,12.66,8.23,17.78,0.0,1.98,1.47,2.58,0.9,0.209,45.205627,0,8,Sy1
SWIFT J2150.2-1855,327.59464,-18.984945,4.9613447,6dF J2149581-185924,,327.4919,-18.989944,9.99,5.54,15.33,0.0,2.16,1.52,3.05,0.8,0.1581,44.833923,0,4,Sy1
SWIFT J2157.2-6942,329.30566,-69.70085,6.1738405,PKS 2153-69,ESO 075- G 041,329.27493,-69.68991,14.2,10.12,18.7,0.0,1.81,1.42,2.24,0.6,0.028273,43.41503,0,5,Sy2/RADIO GALAXY
SWIFT J2200.9+1032,330.16864,10.562058,13.80295,Mrk 520,,330.1724,10.5524,30.57,26.22,35.17,0.0,2.07,1.87,2.28,0.4,0.02661,43.69431,0,5,Sy1.9
SWIFT J2201.9-3152,330.49973,-31.871069,63.438053,NGC 7172,,330.508,-31.8698,170.93,165.59,176.33,0.0,1.82,1.78,1.86,2.2,0.00868,43.45702,0,5,Sy2
SWIFT J2204.7+0337,331.05872,3.5538337,7.9867725,2MASX J22041914+0333511,,331.0799,3.563931,18.29,14.11,22.9,0.0,2.08,1.78,2.43,1.7,0.0611,44.214993,0,5,Sy2
SWIFT J2207.3+1013,331.81268,10.216606,4.872505,NGC 7212 NED02,,331.75824,10.233422,11.34,7.1,16.22,0.0,1.91,1.41,2.49,1.7,0.026665,43.265457,0,4,Sy2/Sy1h/GTRPL
SWIFT J2209.1-2747,332.25092,-27.80095,4.9608717,NGC 7214,,332.282,-27.809471,17.19,11.07,24.04,0.0,1.41,0.86,1.96,0.7,0.023128,43.320217,0,4,Sy1.2
SWIFT J2209.4-4711,332.30157,-47.19758,17.749073,NGC 7213,,332.3177,-47.1667,42.1,37.54,46.83,0.0,1.87,1.73,2.02,0.4,0.00584,42.50238,0,4,Sy1.5
SWIFT J2211.7+1843,332.9549,18.716637,7.0906725,II Zw 171,,332.97455,18.697184,17.09,12.82,21.72,0.0,1.84,1.52,2.19,0.7,0.07,44.309082,0,4,Sy1
SWIFT J2214.2-2557,333.5507,-25.935112,6.419514,2MASX J22140917-2557487,,333.5382,-25.963612,13.02,8.95,17.68,0.0,2.3,1.86,2.89,1.3,0.0519,43.91994,0,5,Sy1.8
SWIFT J2217.0+1413,334.25064,14.223664,5.229224,Mrk 304,,334.3011,14.239136,9.66,6.21,13.72,0.0,2.39,1.88,3.07,1.4,0.065762,44.004486,0,8,Sy1.0/RQQ
SWIFT J2223.8+1143,335.93716,11.852643,6.3505697,MCG +02-57-002,,335.938,11.836,14.18,10.08,18.81,0.0,2.09,1.69,2.55,0.9,0.029,43.43694,0,4,Sy1.5
SWIFT J2223.9-0207,335.9727,-2.1312556,17.202625,3C 445,,335.9566,-2.1034,42.19,37.48,47.11,0.0,2.02,1.87,2.18,0.5,0.0562,44.502354,0,5,Sy2
SWIFT J2226.8+3628,336.7592,36.356297,6.9961467,MCG +06-49-019,,336.77408,36.361584,19.77,15.07,24.86,0.0,1.54,1.19,1.89,0.4,0.021328,43.3094,0,5,Sy2
SWIFT J2229.9+6646,337.37448,66.80796,9.0108595,IGR J22292+6647,,337.3063,66.781,22.27,17.9,26.91,0.0,1.56,1.29,1.84,1.0,0.113,44.865376,0,4,Sy1
SWIFT J2234.8-2542,338.71207,-25.695316,5.4936304,ESO 533- G 050,,338.7076,-25.676945,13.55,0.0,0.0,0.03726307,1.58,0.0,0.0,0.3,0.026445,43.33544,0,5,Sy2
SWIFT J2235.9+3358,339.0118,33.996307,13.981235,NGC 7319,,339.0148,33.9757,36.77,32.32,41.41,0.0,1.65,1.49,1.82,1.2,0.02251,43.626507,0,5,Sy2
SWIFT J2236.7-1233,339.2209,-12.5678005,10.242943,Mrk 915,,339.1938,-12.5452,30.93,25.37,36.83,0.0,1.67,1.42,1.92,0.6,0.02411,43.612076,0,4,Sy1
