BAT_NAME,RA,DEC,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,FLUX,FLUX_LO,FLUX_HI,CONTAM_FRAC,GAMMA,GAMMA_LO,GAMMA_HI,CHI_SQ_R,REDSHIFT,LUM,ASSOC_STRENGTH,CL2,TYPE
SWIFT J2240.2+0801,340.05652,8.016584,7.181538,MCG +01-57-016,,340.07104,8.053913,16.64,12.47,21.26,0.0,2.11,1.77,2.51,1.2,0.024974,43.373993,0,5,Sy1.8
SWIFT J2248.7-5109,342.1691,-51.15311,5.7304964,2MASX J22484165-5109338,,342.17157,-51.165028,9.22,6.19,12.96,7.0859182E-12,2.61,2.05,3.36,1.2,0.1,44.368725,0,4,Sy1.5
SWIFT J2250.7-0854,342.68652,-8.87954,5.182338,2MASX J22505170-0854572,,342.71545,-8.91579,11.79,7.63,16.63,0.0,2.09,1.61,2.66,1.0,0.064886,44.07884,0,4,Sy1.5
SWIFT J2254.2+1147A,343.55804,11.758227,7.6906905,UGC 12243,,343.6813,11.7141,12.55,8.1,17.72,,1.9,1.39,2.5,0.4,0.0283,43.362232,0,4,Sy1
SWIFT J2254.2+1147B,343.55804,11.758227,7.6906905,UGC 12237,,343.58197,11.782472,17.11,12.77,21.93,0.0,2.03,1.67,2.44,0.5,0.028273,43.49599,0,5,Sy2
SWIFT J2256.5+0526,344.12064,5.4358687,4.9369607,2MASX J22563642+0525167,,344.15207,5.421444,9.5,6.06,13.58,0.0,2.47,1.92,3.21,0.6,0.066,44.000515,0,4,Sy1.5
SWIFT J2258.9+4054,344.70447,40.91991,8.021072,UGC 12282,,344.7312,40.9315,19.2,14.73,24.02,0.0,1.53,1.21,1.85,0.5,0.01699,43.09634,0,5,Sy1.9
SWIFT J2259.7+2458,344.88425,24.933125,11.559026,KAZ 320,,344.8871,24.9182,24.97,20.99,29.19,0.0,2.02,1.81,2.25,1.1,0.0345,43.83706,0,4,Sy1
SWIFT J2301.4-5916,345.35596,-59.268177,5.5777645,2MASX J23013626-5913210,,345.40103,-59.222527,7.5,4.88,10.79,0.0,2.79,2.16,3.65,1.2,0.149,44.653008,0,4,Sy1
SWIFT J2303.1-1837,345.78278,-18.675428,5.140737,PKS 2300-18,,345.762,-18.69,9.57,5.38,14.88,0.0,2.3,1.57,3.39,0.8,0.1283,44.61752,0,4,Sy1
SWIFT J2307.1+0433,346.79807,4.5761805,5.7727847,PG 2304+042,,346.76215,4.549227,15.0,10.21,20.36,0.0,1.73,1.29,2.21,0.4,0.042,43.791363,0,4,Sy1
SWIFT J2308.1+4014,347.02304,40.2632,5.9494367,2MASX J23075724+4016393,1RXS J230757.5+401636,346.9886,40.2775,11.36,7.54,15.74,0.0,1.9,1.43,2.44,0.5,0.074,44.182407,0,4,Sy1
SWIFT J2318.4-4223,349.58768,-42.384037,35.015144,NGC 7582,,349.5979,-42.3706,80.65,76.37,85.01,0.0,1.85,1.78,1.92,7.0,0.00525,42.691803,0,5,Sy2
SWIFT J2318.9+0013,349.73706,0.26825434,21.551123,NGC 7603,,349.7359,0.244,50.22,45.7,54.9,0.0,2.02,1.9,2.14,1.9,0.02952,44.00191,0,4,Sy1.5
SWIFT J2322.5-0646,350.64304,-6.759144,5.562379,2MASX J23222444-0645375,,350.6019,-6.7605,11.98,7.52,17.29,0.0,2.12,1.56,2.86,1.0,0.03297,43.477715,0,5,Sy2
SWIFT J2325.5-3827,351.3675,-38.449406,6.9068255,LCRS B232242.2-384320,,351.3508,-38.447,14.97,11.11,19.23,0.0,1.97,1.62,2.36,1.2,0.0359,43.650307,0,4,Sy1
SWIFT J2325.6+2157,351.4657,21.867306,7.4909453,2MASX J23255427+2153142,,351.476,21.887,17.18,12.8,22.03,0.0,1.97,1.61,2.38,0.8,0.12,44.808865,0,4,Sy1
SWIFT J2327.4+1525,351.8355,15.412871,5.8238425,2MASX J23272195+1524375,,351.84152,15.410363,10.52,7.21,14.38,0.0,2.47,1.99,3.1,0.7,0.045717,43.71329,0,4,Sy1
SWIFT J2328.9+0328,352.2791,3.505963,7.2319746,NGC 7679,,352.1944,3.5114,15.12,10.77,19.98,0.0,1.89,1.51,2.32,0.3,0.01713,42.99981,0,5,Sy2
SWIFT J2330.5+7124,352.6151,71.40656,6.1854506,IGR J23308+7120,2MASX J23303771+7122464,352.696,71.336,11.13,7.24,15.57,0.0,1.85,1.36,2.43,1.2,0.037,43.548496,0,5,Sy2
SWIFT J2333.9-2342,353.4564,-23.708363,5.9570503,PKS 2331-240,,353.48016,-23.72796,15.3,10.41,20.78,0.0,1.64,1.19,2.13,0.7,0.0477,43.914097,0,5,Sy2
SWIFT J2341.8+3033,355.47995,30.582905,8.509255,UGC 12741,,355.4811,30.5818,19.76,15.76,24.07,0.0,1.86,1.6,2.15,1.0,0.01744,43.13183,0,5,Sy2
SWIFT J2344.6-4246,356.1863,-42.756336,5.477004,2MASX J23444387-4243124,,356.18286,-42.72011,12.66,8.15,17.74,0.0,1.66,1.14,2.26,0.7,0.5975,46.27154,0,8,Sy2 QSO
SWIFT J2351.9-0109,357.969,-1.1497456,6.6578193,PKS 2349-01,,357.98386,-1.153708,18.45,13.39,24.04,0.0,1.65,1.26,2.06,0.3,0.174042,45.19227,0,8,Sy1 N-Galaxy
