id | Fermi name | Counterpart name | RA (J2000.0) | Dec (J2000.0) | Class | Redshift | Flux 1-100 GeV (ph/cm2/s) | Spectral index
627 | 2FGLJ1618.2-7718 | PKS 1610-77 | 244.45542 | -77.28794 | FSRQ | 1.71 | (21+/-2.1) e-10 | 2.504
628 | 2FGLJ1613.4+3409 | OS 319 | 243.42083 | 34.21322 | FSRQ | 1.39996 | (4.9+/-1.1) e-10 | 2.307
629 | 2FGLJ1625.7-2526 | PKS 1622-253 | 246.44542 | -25.46086 | FSRQ | 0.786 | (81.5+/-4.5) e-10 | 2.328
630 | 2FGLJ1626.1-2948 | PKS 1622-29 | 246.52458 | -29.85744 | FSRQ | 0.815 | (24+/-2.6) e-10 | 2.339
631 | 2FGLJ1635.2+3810 | 4C +38.41 | 248.81458 | 38.13461 | FSRQ | 1.81313 | (116+/-3.8) e-10 | 2.248
632 | 2FGLJ1637.7+4714 | 4C +47.44 | 249.43875 | 47.29472 | FSRQ | 0.735 | (18.2+/-1.7) e-10 | 2.411
633 | 2FGLJ1640.7+3945 | NRAO 512 | 250.12333 | 39.77942 | FSRQ | 1.66 | (38.3+/-3) e-10 | 2.364
634 | 2FGLJ1650.8+0830 | MG1 J165034+0824 | 252.65625 | 8.41439 | FSRQ | 1.965 | (7.2+/-1.5) e-10 | 2.588
635 | 2FGLJ1657.9+4809 | 4C +48.41 | 254.44542 | 48.14236 | FSRQ | 1.669 | (11.7+/-1.4) e-10 | 2.469
636 | 2FGLJ1703.2-6217 | CGRaBS J1703-6212 | 255.90125 | -62.21114 | FSRQ | 1.747 | (32.7+/-2.5) e-10 | 2.435
637 | 2FGLJ1700.2+6831 | TXS 1700+685 | 255.03833 | 68.50181 | FSRQ | 0.301 | (38+/-2.1) e-10 | 2.396
638 | 2FGLJ1709.7+4319 | B3 1708+433 | 257.42125 | 43.31228 | FSRQ | 1.027 | (22.2+/-1.9) e-10 | 2.31
639 | 2FGLJ1714.8+6836 | S4 1716+68 | 259.05792 | 68.61061 | FSRQ | 0.777 | (12.4+/-1.6) e-10 | 1.948
640 | 2FGLJ1722.7+1013 | TXS 1720+102 | 260.68542 | 10.2265 | FSRQ | 0.732 | (22.9+/-2.3) e-10 | 2.23
641 | 2FGLJ1724.0+4003 | S4 1722+40 | 261.02208 | 40.07686 | FSRQ | 1.049 | (20.6+/-1.9) e-10 | 2.342
642 | 2FGLJ1727.9+1220 | PKS 1725+123 | 262.02917 | 12.26086 | FSRQ | 0.583 | (7+/-1.8) e-10 | 2.094
643 | 2FGLJ1728.2+0429 | PKS 1725+044 | 262.10375 | 4.45169 | FSRQ | 0.293 | (12.7+/-1.9) e-10 | 2.535
644 | 2FGLJ1727.1+4531 | S4 1726+45 | 261.865 | 45.51106 | FSRQ | 0.717 | (15.5+/-1.6) e-10 | 2.575
645 | 2FGLJ1730.7+0023 | PKS 1728+004 | 262.64583 | 0.41064 | FSRQ | 1.335 | (22.4+/-2.4) e-10 | 2.309
646 | 2FGLJ1733.1-1307 | PKS 1730-13 | 263.26083 | -13.08031 | FSRQ | 0.902 | (31.3+/-3.2) e-10 | 2.239
647 | 2FGLJ1734.3+3858 | B2 1732+38A | 263.58583 | 38.96425 | FSRQ | 0.975 | (35.5+/-2.3) e-10 | 2.245
648 | 2FGLJ1739.5+4955 | S4 1738+49 | 264.86417 | 49.91758 | FSRQ | 1.545 | (12.1+/-1.5) e-10 | 2.203
649 | 2FGLJ1740.3+4738 | S4 1738+47 | 264.98792 | 47.63283 | FSRQ | 0.954 | (5.7+/-1.2) e-10 | 2.095
650 | 2FGLJ1740.2+5212 | 4C +51.37 | 265.15375 | 52.19539 | FSRQ | 1.379 | (25.3+/-1.9) e-10 | 2.502
651 | 2FGLJ1801.7+4405 | S4 1800+44 | 270.38417 | 44.07233 | FSRQ | 0.663 | (4.4+/-1.1) e-10 | 2.662
652 | 2FGLJ1818.6+0903 | MG1 J181841+0903 | 274.66667 | 9.06294 | FSRQ | 0.354 | (18.3+/-2.3) e-10 | 2.323
653 | 2FGLJ1848.5+3216 | B2 1846+32A | 282.09208 | 32.31739 | FSRQ | 0.798 | (15.4+/-2.3) e-10 | 2.384
654 | 2FGLJ1849.4+6706 | S4 1849+67 | 282.31625 | 67.09464 | FSRQ | 0.657 | (73.6+/-2.9) e-10 | 2.092
655 | 2FGLJ1852.5+4856 | S4 1851+48 | 283.11875 | 48.92992 | FSRQ | 1.25 | (28.6+/-2.1) e-10 | 2.283
656 | 2FGLJ1902.5-6746 | PMN J1903-6749 | 285.75333 | -67.82661 | FSRQ | 0.254 | (7.3+/-1.3) e-10 | 2.49
657 | 2FGLJ1911.1-2005 | PKS B1908-201 | 287.79 | -20.11542 | FSRQ | 1.119 | (56.7+/-3.4) e-10 | 2.205
658 | 2FGLJ1923.5-2105 | TXS 1920-211 | 290.88417 | -21.07606 | FSRQ | 0.874 | (83.3+/-3.8) e-10 | 2.102
659 | 2FGLJ1924.8-2912 | PKS B1921-293 | 291.21292 | -29.24197 | FSRQ | 0.352 | (30.3+/-2.5) e-10 | 2.432
660 | 2FGLJ1937.2-3955 | PKS 1933-400 | 294.3175 | -39.96708 | FSRQ | 0.965 | (11.3+/-1.7) e-10 | 2.473
661 | 2FGLJ1954.6-1122 | TXS 1951-115 | 298.67125 | -11.38978 | FSRQ | 0.683 | (29.5+/-2.6) e-10 | 2.251
662 | 2FGLJ1958.2-3848 | PKS 1954-388 | 299.49875 | -38.75197 | FSRQ | 0.63 | (30.5+/-2.4) e-10 | 2.363
663 | 2FGLJ1959.1-4245 | PMN J1959-4246 | 299.805 | -42.76897 | FSRQ | 2.178 | (24.6+/-2.2) e-10 | 2.412
664 | 2FGLJ2000.8-1751 | PKS 1958-179 | 300.23792 | -17.816 | FSRQ | 0.652 | (24.7+/-2.4) e-10 | 2.38
665 | 2FGLJ2023.4-1137 | PMN J2023-1140 | 305.90292 | -11.66617 | FSRQ | 0.698 | (11.2+/-1.7) e-10 | 2.069
666 | 2FGLJ2025.6-0736 | PKS 2023-07 | 306.41917 | -7.59808 | FSRQ | 1.388 | (101+/-3.9) e-10 | 2.15
667 | 2FGLJ2030.3-0622 | TXS 2027-065 | 307.56292 | -6.37083 | FSRQ | 0.671 | (8.7+/-1.5) e-10 | 2.732
668 | 2FGLJ2035.4+1058 | PKS 2032+107 | 308.84292 | 10.93528 | FSRQ | 0.601 | (15.4+/-1.9) e-10 | 2.552
669 | 2FGLJ2056.2-4715 | PKS 2052-47 | 314.0675 | -47.24672 | FSRQ | 1.489 | (86.3+/-3.5) e-10 | 2.23
670 | 2FGLJ2109.9+0807 | PMN J2110+0810 | 317.54 | 8.16519 | FSRQ | 1.58 | (10.1+/-1.7) e-10 | 2.272
671 | 2FGLJ2115.3+2932 | B2 2113+29 | 318.8725 | 29.56064 | FSRQ | 1.514 | (13.5+/-1.8) e-10 | 2.329
672 | 2FGLJ2121.0+1901 | OX 131 | 320.2525 | 19.02467 | FSRQ | 2.18 | (23.5+/-2.1) e-10 | 2.201
673 | 2FGLJ2135.6-4959 | PMN J2135-5006 | 323.83375 | -50.11447 | FSRQ | 2.181 | (8.7+/-1.5) e-10 | 2.577
674 | 2FGLJ2141.7-3739 | PKS 2138-377 | 325.46833 | -37.48678 | FSRQ | 0.423 | (5.5+/-1.3) e-10 | 2.392
675 | 2FGLJ2143.5+1743 | OX 169 | 325.89792 | 17.73031 | FSRQ | 0.211 | (44.6+/-2.6) e-10 | 2.58
676 | 2FGLJ2144.8-3356 | PMN J2145-3357 | 326.25417 | -33.95389 | FSRQ | 1.361 | (20.8+/-2) e-10 | 2.249
677 | 2FGLJ2147.4-7534 | PKS 2142-75 | 326.80583 | -75.60322 | FSRQ | 1.138 | (35.9+/-2.4) e-10 | 2.517
678 | 2FGLJ2146.5-1530 | PKS 2143-156 | 326.59583 | -15.42869 | FSRQ | 0.698 | (4.3+/-1.2) e-10 | 2.607
679 | 2FGLJ2147.3+0930 | PKS 2144+092 | 326.7925 | 9.49633 | FSRQ | 1.113 | (35+/-2.3) e-10 | 2.514
680 | 2FGLJ2148.2+0659 | 4C +06.69 | 327.0225 | 6.96092 | FSRQ | 0.999 | (3.9+/-1.1) e-10 | 2.769
681 | 2FGLJ2151.5-3021 | PKS 2149-306 | 327.98125 | -30.46492 | FSRQ | 2.345 | (6.4+/-1.2) e-10 | 2.999
682 | 2FGLJ2154.0-1138 | PMN J2153-1136 | 328.45917 | -11.60392 | FSRQ | 1.582 | (8.4+/-1.4) e-10 | 2.573
683 | 2FGLJ2201.9-8335 | PKS 2155-83 | 330.5825 | -83.63703 | FSRQ | 1.865 | (28.6+/-2.4) e-10 | 2.202
684 | 2FGLJ2157.4+3129 | B2 2155+31 | 329.37 | 31.45028 | FSRQ | 1.488 | (25.1+/-2.2) e-10 | 2.449
685 | 2FGLJ2157.9-1501 | PKS 2155-152 | 329.52583 | -15.01919 | FSRQ | 0.672 | (11.3+/-1.7) e-10 | 2.189
686 | 2FGLJ2203.4+1726 | PKS 2201+171 | 330.86167 | 17.43008 | FSRQ | 1.076 | (65.3+/-3.2) e-10 | 2.092
687 | 2FGLJ2208.1-5345 | PKS 2204-54 | 331.9375 | -53.77786 | FSRQ | 1.206 | (11.5+/-1.5) e-10 | 2.419
688 | 2FGLJ2211.9+2355 | PKS 2209+236 | 333.025 | 23.92794 | FSRQ | 1.125 | (9.7+/-1.6) e-10 | 1.988
689 | 2FGLJ2213.1-2527 | PKS 2210-25 | 333.26042 | -25.49161 | FSRQ | 1.831 | (7.5+/-1.3) e-10 | 2.45
690 | 2FGLJ2219.1+1805 | MG1 J221916+1806 | 334.80833 | 18.10981 | FSRQ | 1.071 | (4.8+/-1.2) e-10 | 2.089
691 | 2FGLJ2222.0-3503 | PKS 2220-351 | 335.77458 | -34.92975 | FSRQ | 0.298 | (4+/-1.1) e-10 | 2.242
692 | 2FGLJ2225.6-0454 | 3C 446 | 336.44667 | -4.95053 | FSRQ | 1.404 | (22.3+/-2.1) e-10 | 2.436
693 | 2FGLJ2229.7-0832 | PKS 2227-08 | 337.41667 | -8.54844 | FSRQ | 1.55999 | (42.7+/-2.6) e-10 | 2.406
694 | 2FGLJ2232.4+1143 | CTA 102 | 338.15167 | 11.73061 | FSRQ | 1.037 | (28.8+/-2.2) e-10 | 2.327
695 | 2FGLJ2234.9-4831 | PKS 2232-488 | 338.80458 | -48.59961 | FSRQ | 0.51 | (5.9+/-1.2) e-10 | 2.547
696 | 2FGLJ2237.2-3920 | PKS 2234-396 | 339.28417 | -39.36031 | FSRQ | 0.297 | (4.8+/-1.1) e-10 | 2.073
697 | 2FGLJ2253.9+1609 | 3C 454.3 | 343.49042 | 16.14811 | FSRQ | 0.859 | (96.5+/-1) e-9 | 2.226
698 | 2FGLJ2258.0-2759 | PKS 2255-282 | 344.52458 | -27.97208 | FSRQ | 0.927 | (28.7+/-2.2) e-10 | 2.257
699 | 2FGLJ2311.0+3425 | B2 2308+34 | 347.77208 | 34.41967 | FSRQ | 1.817 | (43.1+/-2.6) e-10 | 2.164
700 | 2FGLJ2322.2+3206 | B2 2319+31 | 350.47833 | 32.06822 | FSRQ | 1.489 | (14+/-1.7) e-10 | 2.267
701 | 2FGLJ2321.0+2737 | 4C +27.50 | 350.49917 | 27.54622 | FSRQ | 1.253 | (7.1+/-1.4) e-10 | 2.306
702 | 2FGLJ2323.6-0316 | PKS 2320-035 | 350.88292 | -3.28486 | FSRQ | 1.41 | (21.3+/-2) e-10 | 2.387
703 | 2FGLJ2325.3-3557 | CTS 0490 | 351.36917 | -35.96547 | FSRQ | 0.36 | (28.8+/-2.3) e-10 | 1.977
704 | 2FGLJ2327.5+0940 | PKS 2325+093 | 351.88958 | 9.66919 | FSRQ | 1.841 | (20.3+/-1.9) e-10 | 2.516
705 | 2FGLJ2329.2-4956 | PKS 2326-502 | 352.33667 | -49.92789 | FSRQ | 0.518 | (57+/-2.9) e-10 | 2.246
706 | 2FGLJ2330.9-2144 | PMN J2331-2148 | 352.76667 | -21.80431 | FSRQ | 0.563 | (21.9+/-1.9) e-10 | 2.392
707 | 2FGLJ2331.8-1607 | PKS 2329-16 | 352.91083 | -15.94933 | FSRQ | 1.153 | (6+/-1.2) e-10 | 2.13
708 | 2FGLJ2334.3+0734 | TXS 2331+073 | 353.55333 | 7.60747 | FSRQ | 0.401 | (9+/-1.5) e-10 | 2.385
709 | 2FGLJ2336.3-4111 | PKS 2333-415 | 354.14125 | -41.25625 | FSRQ | 1.404 | (13.2+/-1.6) e-10 | 2.232
710 | 2FGLJ2338.1-0229 | PKS 2335-027 | 354.48875 | -2.51625 | FSRQ | 1.072 | (17.3+/-1.8) e-10 | 2.442
711 | 2FGLJ2345.0-1553 | PMN J2345-1555 | 356.30208 | -15.919 | FSRQ | 0.621 | (42.5+/-2.7) e-10 | 2.194
712 | 2FGLJ2347.9-1629 | PKS 2345-16 | 357.01083 | -16.52017 | FSRQ | 0.576 | (15.6+/-1.9) e-10 | 2.356
713 | 2FGLJ0324.8+3408 | 1H 0323+342 | 51.17208 | 34.17911 | Unidentified | 0.061 | < 5.36e-10 | 2.685
714 | 2FGLJ0948.8+0020 | PMN J0948+0022 | 147.23875 | 0.37356 | Unidentified | 0.584575 | (21.7+/-2.2) e-10 | 2.26
715 | 2FGLJ1505.1+0324 | PKS 1502+036 | 226.27667 | 3.44172 | Unidentified | 0.408863 | (13.7+/-1.7) e-10 | 2.51
716 | 2FGLJ1942.5-1024 | NGC 6814 | 295.66875 | -10.32217 | Unidentified | 0.0052 | (6.8+/-1.6) e-10 | 2.544
717 | 2FGLJ2007.9-4430 | PKS 2004-447 | 301.97958 | -44.57892 | Unidentified | 0.24 | (6.6+/-1.4) e-10 | 2.47
718 | 2FGLJ0205.0+1514 | 4C +15.05 | 31.20958 | 15.23639 | AGN | 0.405 | (8.5+/-1.4) e-10 | 2.285
719 | 2FGLJ0339.2-1734 | PKS 0336-177 | 54.80667 | -17.60025 | AGN | 0.065 | (6.1+/-1.4) e-10 | 1.827
720 | 2FGLJ0523.0-3628 | PKS 0521-36 | 80.74167 | -36.45836 | AGN | 0.055 | (48.8+/-2.7) e-10 | 2.421
721 | 2FGLJ0847.0-2334 | PMN J0847-2337 | 131.75625 | -23.61711 | AGN | 0.059 | (9.6+/-1.7) e-10 | 2.186
722 | 2FGLJ1256.5-1145 | PMN J1256-1146 | 194.06625 | -11.77689 | AGN | 0.058 | (9.4+/-1.5) e-10 | 2.035
723 | 2FGLJ1329.3-0528 | 1RXS 132928.0-053132 | 202.36667 | -5.52567 | AGN | 0.575868 | (7+/-1.7) e-10 | 2.44
724 | 2FGLJ1641.0+1141 | MG1 J164058+1144 | 250.24458 | 11.73461 | AGN | 0.078 | (4.8+/-1.3) e-10 | 2.033
725 | 2FGLJ1647.5+4950 | SBS 1646+499 | 251.89625 | 49.83253 | AGN | 0.047 | (12.1+/-1.4) e-10 | 2.475
726 | 2FGLJ2250.8-2808 | PMN J2250-2806 | 342.685 | -28.11092 | AGN | 0.525 | (33.5+/-2.4) e-10 | 2.196
727 | 2FGLJ0047.0-2516 | NGC 0253 | 11.88792 | -25.28811 | Starburst galaxy | 0.001 | (6.2+/-1.2) e-10 | 2.313
728 | 2FGLJ0242.5+0006 | NGC 1068 | 40.66958 | -0.01325 | Starburst galaxy | 0.00419 | (5.1+/-1.1) e-10 | 2.146
729 | 2FGLJ0955.9+6936 | M 82 | 148.96583 | 69.67942 | Starburst galaxy | 0.001236 | (10.2+/-1.3) e-10 | 2.28
730 | 2FGLJ0009.1+5030 | NVSS J000922+503028 | 2.34458 | 50.508 | AGU | -999 | (21.5+/-2) e-10 | 1.853
731 | 2FGLJ0019.4-5645 | PMN J0019-5641 | 4.86042 | -56.69525 | AGU | -999 | (3.2+/-1.2) e-10 | 2.657
732 | 2FGLJ0018.8-8154 | PMN J0019-8152 | 4.84083 | -81.88083 | AGU | -999 | (9+/-1.5) e-10 | 2.135
733 | 2FGLJ0022.3-5141 | 1RXS 002159.2-514028 | 5.49917 | -51.67408 | AGU | -999 | (4.2+/-1.1) e-10 | 2.224
734 | 2FGLJ0022.2-1853 | 1RXS 002209.2-185333 | 5.53792 | -18.89247 | AGU | -999 | (8.9+/-1.4) e-10 | 1.532
735 | 2FGLJ0038.7-2215 | PMN J0039-2220 | 9.78458 | -22.33381 | AGU | 0.06438 | (3.5+/-1) e-10 | 1.688
736 | 2FGLJ0045.5+1218 | GB6 J0045+1217 | 11.43042 | 12.28611 | AGU | -999 | (10.1+/-1.5) e-10 | 2.073
737 | 2FGLJ0051.4-6241 | 1RXS 005117.7-624154 | 12.81833 | -62.70147 | AGU | -999 | (14.2+/-1.6) e-10 | 1.686
738 | 2FGLJ0055.0-2454 | 1RXS 005447.2-245532 | 13.69458 | -24.92475 | AGU | -999 | (4.4+/-1.1) e-10 | 1.761
739 | 2FGLJ0059.7-5700 | PKS 0056-572 | 14.69375 | -56.98675 | AGU | -999 | (5.4+/-1.2) e-10 | 2.705
740 | 2FGLJ0059.2-0151 | 1RXS 005916.3-015030 | 14.82 | -1.83822 | AGU | -999 | (2.2+/-1) e-10 | 1.154
741 | 2FGLJ0118.6-4631 | SUMSS J011902-462637 | 19.76042 | -46.44372 | AGU | -999 | (3.2+/-1) e-10 | 1.782
742 | 2FGLJ0127.2+0324 | NVSS J012713+032259 | 21.80792 | 3.38303 | AGU | -999 | (10.2+/-1.5) e-10 | 1.837
743 | 2FGLJ0134.4+2636 | 1RXS 013427.2+263846 | 23.61625 | 26.64508 | AGU | -999 | (8.6+/-1.5) e-10 | 1.863
744 | 2FGLJ0146.6-5206 | PKS 0144-522 | 26.70458 | -52.04361 | AGU | 0.098101 | (34.3+/-9.8) e-11 | 2.031
745 | 2FGLJ0148.6+0127 | PMN J0148+0129 | 27.14042 | 1.48358 | AGU | -999 | (4.8+/-1.2) e-10 | 2.019
746 | 2FGLJ0156.4+3909 | MG4 J015630+3913 | 29.13042 | 39.24206 | AGU | -999 | (6.9+/-1.3) e-10 | 2.405
747 | 2FGLJ0156.5-2419 | TXS 0154-244 | 29.12333 | -24.21469 | AGU | -999 | (3.7+/-1) e-10 | 1.789
748 | 2FGLJ0157.2-5259 | 1RXS 015658.6-530208 | 29.24042 | -53.03264 | AGU | -999 | (5.1+/-1.1) e-10 | 1.747
749 | 2FGLJ0207.9-6832 | PKS 0206-688 | 31.96333 | -68.63183 | AGU | -999 | (33.6+/-9.2) e-11 | 2.432
750 | 2FGLJ0210.7-5102 | PKS 0208-512 | 32.69167 | -51.01725 | AGU | 0.999 | (37.9+/-2.4) e-10 | 2.395
751 | 2FGLJ0223.0-1118 | 1RXS 022314.6-111741 | 35.80875 | -11.29381 | AGU | 0.042109 | (30.8+/-9.4) e-11 | 1.556
752 | 2FGLJ0238.2-3905 | 1RXS 023800.5-390505 | 39.50208 | -39.08461 | AGU | -999 | (3.8+/-1) e-10 | 1.675
753 | 2FGLJ0248.6+8440 | NVSS J024948+843556 | 42.45167 | 84.59897 | AGU | -999 | (4.1+/-1.1) e-10 | 1.783
754 | 2FGLJ0253.4+3218 | MG3 J025334+3217 | 43.38958 | 32.28925 | AGU | -999 | (9.3+/-1.6) e-10 | 1.917
755 | 2FGLJ0309.3-0743 | NVSS J030943-074427 | 47.43 | -7.74092 | AGU | -999 | (3.3+/-1.1) e-10 | 1.556
756 | 2FGLJ0310.2-5013 | SUMSS J031034-501633 | 47.64417 | -50.27583 | AGU | -999 | (5.7+/-1.2) e-10 | 1.742
757 | 2FGLJ0332.5-1118 | NVSS J033223-111951 | 53.09667 | -11.33097 | AGU | -999 | (4.5+/-1.1) e-10 | 2.408
758 | 2FGLJ0333.7+2918 | TXS 0330+291 | 53.45417 | 29.27539 | AGU | -999 | (14.7+/-2) e-10 | 1.92
759 | 2FGLJ0335.3-4501 | 1RXS 033514.5-445929 | 53.80792 | -44.99444 | AGU | -999 | (6.9+/-1.2) e-10 | 1.839
760 | 2FGLJ0424.3-5332 | PMN J0425-5331 | 66.26667 | -53.53292 | AGU | -999 | (5.6+/-1.2) e-10 | 2.127
761 | 2FGLJ0435.1-2341 | PMN J0434-2342 | 68.62042 | -23.70167 | AGU | -999 | (3.9+/-1.1) e-10 | 2.453
762 | 2FGLJ0436.2+6759 | GB6 J0437+6757 | 69.38583 | 67.95442 | AGU | -999 | (5.2+/-1.3) e-10 | 2.146
763 | 2FGLJ0433.4-6029 | PKS 0432-606 | 68.39125 | -60.504 | AGU | -999 | (8.9+/-1.4) e-10 | 2.49
764 | 2FGLJ0433.9-5726 | 1RXS 043431.8-572718 | 68.62458 | -57.45053 | AGU | -999 | (5.5+/-1.1) e-10 | 1.75
765 | 2FGLJ0438.8-4521 | PKS 0437-454 | 69.75333 | -45.37333 | AGU | -999 | (10.6+/-1.5) e-10 | 2.306
766 | 2FGLJ0440.4+1433 | TXS 0437+145 | 70.08792 | 14.63247 | AGU | -999 | (7.3+/-1.8) e-10 | 2.351
767 | 2FGLJ0440.1-3211 | PKS 0437-322 | 69.89125 | -32.16958 | AGU | -999 | (3.2+/-1) e-10 | 1.523
768 | 2FGLJ0456.5+2658 | MG2 J045613+2702 | 74.07208 | 27.03919 | AGU | -999 | (14.7+/-2.2) e-10 | 2.341
769 | 2FGLJ0505.9+6116 | NVSS J050558+611336 | 76.49458 | 61.22667 | AGU | -999 | (6+/-1.5) e-10 | 1.84
770 | 2FGLJ0506.7-5435 | 1ES 0505-546 | 76.74042 | -54.58311 | AGU | -999 | (4.8+/-1.2) e-10 | 1.52
771 | 2FGLJ0508.1-1936 | PMN J0508-1936 | 77.07917 | -19.59903 | AGU | -999 | (3.8+/-1.1) e-10 | 2.428
772 | 2FGLJ0526.8+6326 | GB6 J0526+6317 | 81.5275 | 63.29131 | AGU | -999 | (5+/-1.2) e-10 | 2.214
773 | 2FGLJ0525.5-6011 | SUMSS J052542-601341 | 81.42542 | -60.22831 | AGU | -999 | (4.5+/-1.1) e-10 | 1.898
774 | 2FGLJ0532.0-4826 | PMN J0531-4827 | 82.99333 | -48.46033 | AGU | -999 | (30.1+/-2.3) e-10 | 2.132
775 | 2FGLJ0532.5-7223 | PMN J0533-7216 | 83.43417 | -72.27303 | AGU | -999 | (4.2+/-1.2) e-10 | 2.549
776 | 2FGLJ0540.4+5822 | GB6 J0540+5823 | 85.12458 | 58.39428 | AGU | -999 | (8.4+/-1.6) e-10 | 1.843
777 | 2FGLJ0538.5-3909 | 1RXS 053810.0-390839 | 84.54292 | -39.14558 | AGU | -999 | (6.1+/-1.3) e-10 | 2.181
778 | 2FGLJ0537.7-5716 | SUMSS J053748-571828 | 84.45292 | -57.30803 | AGU | -999 | (3.9+/-1.2) e-10 | 1.73
779 | 2FGLJ0602.3+5315 | GB6 J0601+5315 | 90.50125 | 53.26672 | AGU | -999 | (6.3+/-1.5) e-10 | 1.753
780 | 2FGLJ0605.0+0001 | GB6 J0604+0000 | 91.24333 | 0.01194 | AGU | -999 | (6.3+/-1.7) e-10 | 1.895
781 | 2FGLJ0604.2-4817 | 1ES 0602-482 | 91.03583 | -48.28989 | AGU | -999 | (6.7+/-1.4) e-10 | 1.817
782 | 2FGLJ0609.4-0248 | NVSS J060915-024754 | 92.3125 | -2.79839 | AGU | -999 | (9.6+/-1.9) e-10 | 1.792
783 | 2FGLJ0611.0+4321 | B3 0607+434 | 92.77917 | 43.40131 | AGU | -999 | (5.3+/-1.4) e-10 | 1.954
784 | 2FGLJ0621.9+3750 | GB6 J0621+3750 | 95.49 | 37.84906 | AGU | -999 | (18.4+/-2.3) e-10 | 1.967
